openalexid,title,original_paper_date,original_paper_doi,retraction_date,retraction_doi,reason
https://openalex.org/W2083739432,Emotion elicitor or emotion messenger? Subliminal priming reveals two faces of facial expressions,2008-06-01T00:00:00Z,10.1111/j.1467-9280.2008.02128.x,2012-06-28T00:00:00Z,10.1177/0956797612453137,+Criminal Proceedings;+Falsification/Fabrication of Data;+Informed/Patient Consent - None/Withdrawn;+Investigation by Third Party;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W1996124091,Judging the unexpected: Disconfirmation of situation-specific expectancies,2009-08-19T00:00:00Z,10.1002/ejsp.591,2012-06-28T00:00:00Z,10.1002/ejsp.1898,+Fake Peer Review;+Investigation by Company/Institution;+Investigation by Third Party;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W2103818475,Racist biases in legal decisions are reduced by a justice focus,2010-12-01T00:00:00Z,10.1002/ejsp.783,2012-06-28T00:00:00Z,10.1002/ejsp.1897,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Third Party;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W1768213964,The secret life of emotions,2008-04-01T00:00:00Z,10.1111/j.1467-9280.2008.02097.x,2012-06-28T00:00:00Z,10.1177/0956797612453137,+Criminal Proceedings;+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Third Party;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W2128292172,When nothing compares to me: How defensive motivations and similarity shape social comparison effects,2006-09-26T00:00:00Z,10.1002/ejsp.390,2012-06-28T00:00:00Z,10.1002/ejsp.1899,+Falsification/Fabrication of Data;+Investigation by Journal/Publisher;+Investigation by Third Party;
https://openalex.org/W2075112981,"The influence of friends, family, and older peers on smoking among elementary school students: low-risk students in high-risk schools",2006-01-09T00:00:00Z,10.1016/j.ypmed.2005.11.019,2012-06-27T00:00:00Z,10.1016/j.ypmed.2012.06.012,+Duplication of Article;+Concerns/Issues about Referencing/Attributions;+Investigation by Company/Institution;+Withdrawal;
https://openalex.org/W2110975788,The Self-Activation Effect of Advertisements: Ads Can Affect Whether and How Consumers Think about the Self,2010-10-14T00:00:00Z,10.1086/657430,2012-06-12T00:00:00Z,10.1086/667237,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W3123892696,It depends on how you look at it: being versus becoming mindsets determine responses to social comparisons,2010-11-01T00:00:00Z,10.1348/014466609X476827,2012-06-06T00:00:00Z,10.1111/j.2044-8309.2012.02111.x,+Falsification/Fabrication of Data;+Investigation by Company/Institution;
https://openalex.org/W2038370026,The Effects of Different Types of Selfâ€“Activation on Social Comparison Orientation,2006-12-01T00:00:00Z,10.1521/soco.2006.24.6.703,2012-06-01T00:00:00Z,10.1521/soco.2006.24.6.703,+Falsification/Fabrication of Data;+Investigation by Journal/Publisher;+Investigation by Third Party;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W2158208671,"The Mental Roots of System Justification: System Threat, Need for Structure, and Stereotyping",2011-06-01T00:00:00Z,10.1521/soco.2011.29.3.238,2012-06-01T00:00:00Z,10.1521/soco.2012.30.3.363,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Third Party;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W1605118304,"When failure feels better than success: Self-salience, self-consistency, and affect",2011-03-01T00:00:00Z,10.1111/j.2044-8309.2010.02002.x,2012-04-27T00:00:00Z,10.1111/j.2044-8309.2012.02108.x,+Falsification/Fabrication of Data;+Investigation by Company/Institution;
https://openalex.org/W2043067898,Stereotype Disconfirmation Affect: When Sweet Hooligans Make You Happy and Honest Salesmen Make You Sad,2011-02-25T00:00:00Z,10.1080/01973533.2010.540135,2012-04-06T00:00:00Z,10.1080/01973533.2012.682012,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Third Party;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W1988447691,What's in a Name? 361.708 Euros: The Effects of Marital Name Change,2010-02-23T00:00:00Z,10.1080/01973530903539812,2012-04-06T00:00:00Z,10.1080/01973533.2012.682012,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Third Party;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W2107243153,Examining Conflict Between Components of Attitudes: Ambivalence and Inconsistency are Distinct Constructs,2000-04-01T00:00:00Z,10.1037/h0087101,2012-04-01T00:00:00Z,10.1037/a0027768,+Unreliable Data;+Unreliable Results;
https://openalex.org/W2076307880,Studying impact of organizational learning on innovating,2012-01-01T00:00:00Z,10.1016/j.sbspro.2011.12.075,2012-01-13T00:00:00Z,10.1016/j.sbspro.2011.12.075,+Date of Retraction/Other Unknown;+Plagiarism of Article;
https://openalex.org/W2803317562,Happiness as alchemy: Positive mood leads to self-serving responses to social comparisons,2011-04-19T00:00:00Z,10.1007/s11031-011-9216-y,2011-12-25T00:00:00Z,10.1007/s11031-011-9266-1,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Misconduct by Author;
https://openalex.org/W7036959,From (Unconscious) Perception to Emotion: A Global-to-Specific Unfolding View of Emotional Responding,2010-09-21T00:00:00Z,10.1007/978-1-4419-6953-8_4,2011-11-01T00:00:00Z,10.1007/978-1-4419-6953-8_20,+Date of Retraction/Other Unknown;+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Third Party;+Misconduct - Official Investigation/Finding;+Misconduct by Author;
https://openalex.org/W2153564848,Choosing to defer for coping with emotion-laden decisions,2011-07-26T00:00:00Z,10.1109/ICNC.2011.6022219,2011-09-19T00:00:00Z,10.1109/ICNC.2011.6022219,Notice - No/Limited Information;
https://openalex.org/W1839870647,Effects of emotion on item memory and spatial source memory,2011-07-26T00:00:00Z,10.1109/ICNC.2011.6022290,2011-09-19T00:00:00Z,10.1109/ICNC.2011.6022290,Notice - No/Limited Information;
https://openalex.org/W1829031250,Emotion recognition based on CSO&SVM in e-learning,2011-07-26T00:00:00Z,10.1109/ICNC.2011.6022071,2011-09-19T00:00:00Z,10.1109/ICNC.2011.6022071,Notice - No/Limited Information;
https://openalex.org/W1830183723,Human emotional states modeling by Hidden Markov Model,2011-07-26T00:00:00Z,10.1109/ICNC.2011.6022189,2011-09-19T00:00:00Z,10.1109/ICNC.2011.6022189,+Retract and Replace;Notice - No/Limited Information;
https://openalex.org/W1522154289,New undergraduate college students common psychological problems and intervention strategies,2011-08-12T00:00:00Z,10.1109/EMEIT.2011.6022972,2011-09-19T00:00:00Z,10.1109/EMEIT.2011.6022972,+Notice - Limited or No Information;
https://openalex.org/W1627273780,The starting point in a classification task as a cognitive scaffold: The role of the key element,2011-07-26T00:00:00Z,10.1109/ICNC.2011.6022247,2011-09-19T00:00:00Z,10.1109/ICNC.2011.6022247,Notice - No/Limited Information;
https://openalex.org/W1842109014,Empirical research about psychodrama of the psychological healthy education in the western ordinary middle schools,2011-07-29T00:00:00Z,10.1109/ICEOE.2011.6013392,2011-09-08T00:00:00Z,10.1109/ICEOE.2011.6013392,Notice - No/Limited Information;
https://openalex.org/W1862370553,"Job burnout, social support and coping style state in prison police and their correlation",2011-07-29T00:00:00Z,10.1109/ICEOE.2011.6013135,2011-09-08T00:00:00Z,10.1109/ICEOE.2011.6013135,Notice - No/Limited Information;
https://openalex.org/W1651283218,Minority areas in Yunnan Province Longchuan children orphaned by AIDS experience of discrimination,2011-07-29T00:00:00Z,10.1109/ICEOE.2011.6013393,2011-09-08T00:00:00Z,10.1109/ICEOE.2011.6013393,Notice - No/Limited Information;
https://openalex.org/W2140421051,Research about college students' life cognitive dimensions in dormitory,2011-07-29T00:00:00Z,10.1109/ICEOE.2011.6013391,2011-09-08T00:00:00Z,10.1109/ICEOE.2011.6013391,Notice - No/Limited Information;
https://openalex.org/W1589608856,Reserch on the newly-founded undergraduate college students' psychological healthe assessment and analysis,2011-07-29T00:00:00Z,10.1109/ICEOE.2011.6013147,2011-09-08T00:00:00Z,10.1109/ICEOE.2011.6013147,Notice - No/Limited Information;
https://openalex.org/W1510570826,Scientific answer about human nature,2011-07-29T00:00:00Z,10.1109/ICEOE.2011.6013088,2011-09-08T00:00:00Z,10.1109/ICEOE.2011.6013088,Notice - No/Limited Information;
https://openalex.org/W2168958534,Study on the relationship between the self-concept and mental health of Mongolian and Han high school students,2011-07-29T00:00:00Z,10.1109/ICEOE.2011.6013397,2011-09-08T00:00:00Z,10.1109/ICEOE.2011.6013397,Notice - No/Limited Information;
https://openalex.org/W1555413275,A comparative study on college students' Classroom Anxiety between English and Japanese,2011-08-08T00:00:00Z,10.1109/AIMSEC.2011.6011456,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6011456,+Investigation by Journal/Publisher;+Notice - Limited or No Information;+Withdrawal;
https://openalex.org/W2144312656,Employee's public service motivation in China: Comparasion between sectors,2011-08-08T00:00:00Z,10.1109/AIMSEC.2011.6010891,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6010891,Notice - No/Limited Information;
https://openalex.org/W1517289951,From psychological contract breach to violation - The moderated mediating effect of employees' attribution,2011-08-08T00:00:00Z,10.1109/AIMSEC.2011.6010637,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6010637,+Investigation by Journal/Publisher;+Notice - Limited or No Information;+Withdrawal;
https://openalex.org/W2101322010,Inquiry on Positive Psychology in the enterprise employee management,2011-08-08T00:00:00Z,10.1109/AIMSEC.2011.6011195,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6011195,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1570455254,Relationship between self consistency and congruence and social avoidance and distress of junior middle school students,2011-08-08T00:00:00Z,10.1109/AIMSEC.2011.6011264,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6011264,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W2152885147,"Religion, culture and male involvement in the use of family planning: evidence from Enugu and Katsina States of Nigeria",2011-06-02T00:00:00Z,10.1111/j.1466-7657.2011.00900.x,2011-09-06T00:00:00Z,10.1111/j.1466-7657.2010.00820.x,+Copyright Claims;
https://openalex.org/W2950524835,Research prospect of psycological contract breach,2011-08-08T00:00:00Z,10.1109/AIMSEC.2011.6010683,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6010683,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1526531916,The study on psychology of Chinese luxury consumer and effective guidance,2011-08-08T00:00:00Z,10.1109/AIMSEC.2011.6010179,2011-09-06T00:00:00Z,10.1109/AIMSEC.2011.6010179,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1894065543,A research on assessment system of Aesthetic Psychological Quality Education and its training strategy,2011-07-17T00:00:00Z,10.1109/PACCS.2011.5990339,2011-08-18T00:00:00Z,10.1109/PACCS.2011.5990339,+Breach of Policy by Author;+Date of Retraction/Other Unknown;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W2279211245,Cognitive procedure in Second Language Acquisition,2011-07-17T00:00:00Z,10.1109/PACCS.2011.5990358,2011-08-18T00:00:00Z,10.1109/PACCS.2011.5990358,+Breach of Policy by Author;+Date of Retraction/Other Unknown;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W2276059108,Cognitive psychology-based multimedia courseware making in physical education teaching,2011-07-17T00:00:00Z,10.1109/PACCS.2011.5990342,2011-08-18T00:00:00Z,10.1109/PACCS.2011.5990342,+Breach of Policy by Author;+Date of Retraction/Other Unknown;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1878928517,How quality of learning is promoted - the studying progress of germane cognitive load,2011-07-17T00:00:00Z,10.1109/PACCS.2011.5990357,2011-08-18T00:00:00Z,10.1109/PACCS.2011.5990357,+Breach of Policy by Author;+Date of Retraction/Other Unknown;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1953323076,Inspiration from no-self view on the mental health education of college students,2011-07-17T00:00:00Z,10.1109/PACCS.2011.5990340,2011-08-18T00:00:00Z,10.1109/PACCS.2011.5990340,+Breach of Policy by Author;+Date of Retraction/Other Unknown;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W2293387779,The influence of middle school students' sports attitudes and behaviors of Nanchang on psychological health - the apocalypse for the physical education teaching,2011-07-17T00:00:00Z,10.1109/PACCS.2011.5990347,2011-08-18T00:00:00Z,10.1109/PACCS.2011.5990347,+Breach of Policy by Author;+Date of Retraction/Other Unknown;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W2279018272,"The relationship between Athletic Achievement Motivation, Coping strategies and pre-competition emotions of athletes of aerobics",2011-07-17T00:00:00Z,10.1109/PACCS.2011.5990348,2011-08-18T00:00:00Z,10.1109/PACCS.2011.5990348,+Breach of Policy by Author;+Date of Retraction/Other Unknown;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1545960093,Exploration on the structure innovation and management mode of university students' sports using the cognitive ability appraisal system,2011-07-16T00:00:00Z,10.1109/ICPIM.2011.5983699,2011-08-15T00:00:00Z,10.1109/ICPIM.2011.5983699,+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W2110707679,Depressive illness in teens and preteens and effectiveness of the RADS-2 as a first-stage assessment. Part 1: Descriptive paper,2009-06-17T00:00:00Z,10.1111/j.1744-6171.2009.00185.x,2011-08-02T00:00:00Z,10.1111/j.1744-6171.2011.00283.x,+Concerns/Issues about Referencing/Attributions;
https://openalex.org/W2049353213,Initial Validation of the Caregiver Wish List for Parenting Practices,2011-04-13T00:00:00Z,10.1007/s10826-011-9486-8,2011-08-01T00:00:00Z,10.1007/s10826-011-9486-8,+Notice - Limited or No Information;+Withdrawal;
https://openalex.org/W2085663823,"Selective activation of the metabotropic glutamate receptor subtype 7 â€œmGluR7â€ attenuates acquisition, expression, and reinstatement of ethanol place preference",2011-06-25T00:00:00Z,10.1007/s00213-011-2371-8,2011-06-25T00:00:00Z,10.1007/s00213-011-2371-8,+Legal Reasons/Legal Threats;+Notice - Limited or No Information;+Objections by Third Party;
https://openalex.org/W2112990324,"Measurement of Parenting Intention, Decision-Making, and Expectations",2010-07-05T00:00:00Z,10.1111/j.1744-6163.2010.00262.x,2011-06-24T00:00:00Z,10.1111/j.1744-6163.2011.00313.x,+Duplication of Article;
https://openalex.org/W1630668083,A study of customer behavior base on the psychological contract violation for example with tourism,2011-05-13T00:00:00Z,10.1109/ICBMEI.2011.5920342,2011-06-23T00:00:00Z,10.1109/ICBMEI.2011.5920342,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W2158347082,Charismatic leadership and organizational identification: The mediating role of followers' emotional intelligence,2011-05-13T00:00:00Z,10.1109/ICBMEI.2011.5920477,2011-06-23T00:00:00Z,10.1109/ICBMEI.2011.5920477,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1873211046,Effects of Psychological Capital on turnover Intension: Mediating roles of psychological empowerment and job satisfaction,2011-05-13T00:00:00Z,10.1109/ICBMEI.2011.5917938,2011-06-23T00:00:00Z,10.1109/ICBMEI.2011.5917938,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1823458882,Perceived life stressors and societal risk judgments of rural residents: Moderate effects of public satisfaction with local administrations,2011-05-13T00:00:00Z,10.1109/ICBMEI.2011.5918037,2011-06-23T00:00:00Z,10.1109/ICBMEI.2011.5918037,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W2024877806,An empirical study on the moderating effect of entrepreneurial cognitive biases on the relationship between organizational learning and firm performance â€” Data from Minnan region in Fujian Province in China,2011-05-06T00:00:00Z,10.1109/ICEBEG.2011.5876676,2011-06-16T00:00:00Z,10.1109/ICEBEG.2011.5876676,Notice - No/Limited Information;
https://openalex.org/W1795395937,Empirical research on employees' psychological boundary,2011-05-06T00:00:00Z,10.1109/ICEBEG.2011.5881508,2011-06-16T00:00:00Z,10.1109/ICEBEG.2011.5881508,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1694141082,Internet usage and teens' psychological well-being in China,2011-05-06T00:00:00Z,10.1109/ICEBEG.2011.5881801,2011-06-16T00:00:00Z,10.1109/ICEBEG.2011.5881801,+Breach of Policy by Author;+Investigation by Company/Institution;+Notice - Limited or No Information;
https://openalex.org/W1579162951,The function of emotional intelligence in leadership,2011-05-06T00:00:00Z,10.1109/ICEBEG.2011.5882719,2011-06-16T00:00:00Z,10.1109/ICEBEG.2011.5882719,+Notice - Limited or No Information;
https://openalex.org/W1594208521,The inhibition and elimination of job burnout to college counselors based on the Catfish Effect,2011-05-06T00:00:00Z,10.1109/ICEBEG.2011.5885338,2011-06-16T00:00:00Z,10.1109/ICEBEG.2011.5885338,+Breach of Policy by Author;+Investigation by Journal/Publisher;
https://openalex.org/W1902791827,The research on the formation of group emotion on China basis,2011-05-06T00:00:00Z,10.1109/ICEBEG.2011.5882069,2011-06-16T00:00:00Z,10.1109/ICEBEG.2011.5882069,Notice - No/Limited Information;
https://openalex.org/W1568571121,The stage of enterprise PR's mind: Based on three levels of love,2011-05-06T00:00:00Z,10.1109/ICEBEG.2011.5887228,2011-06-16T00:00:00Z,10.1109/ICEBEG.2011.5887228,Notice - No/Limited Information;
https://openalex.org/W1915926854,The state of emotional contagion research,2011-05-06T00:00:00Z,10.1109/ICEBEG.2011.5886747,2011-06-16T00:00:00Z,10.1109/ICEBEG.2011.5886747,+Breach of Policy by Author;+Investigation by Journal/Publisher;
https://openalex.org/W2095392364,Social cognitive theory of gender development and differentiation,2011-01-01T00:00:00Z,10.1016/j.sbspro.2011.03.261,2011-06-10T00:00:00Z,10.1016/j.sbspro.2011.03.261,+Date of Retraction/Other Unknown;+Plagiarism of Article;
https://openalex.org/W2008493926,Visual Research Methods: Using Cameras to Empower Socially Excluded Black Youth,2010-06-18T00:00:00Z,10.1177/0038038510362483,2011-06-10T00:00:00Z,10.1177/0038038511409851,+Concerns/Issues about Referencing/Attributions;+Copyright Claims;
https://openalex.org/W2157042383,An empirical analysis on the determinants' behavioral intentions towards the recycling of waste and used household appliances,2011-05-10T00:00:00Z,10.1109/icbbe.2011.5781492,2011-05-31T00:00:00Z,10.1109/icbbe.2011.5781492,Notice - No/Limited Information;
https://openalex.org/W1570341356,"Farmers' willingness to pay for reducing water pollution in Poyang lake, Jiangxi Province",2011-05-10T00:00:00Z,10.1109/icbbe.2011.5781208,2011-05-31T00:00:00Z,10.1109/icbbe.2011.5781208,Notice - No/Limited Information;
https://openalex.org/W1618864464,Based on the Zhejiang traditional architecture to extract the elements of the tradition national color-culture psychology carries on the knowledge management and culture innovation,2011-04-16T00:00:00Z,unavailable,2011-05-16T00:00:00Z,10.1109/CECNET.2011.5769474,Notice - No/Limited Information;
https://openalex.org/W2153740117,Factors of comprehensively evaluating the psychological health by Physical Fitness and Health Criteria,2011-04-16T00:00:00Z,unavailable,2011-05-16T00:00:00Z,10.1109/CECNET.2011.5769504,Notice - No/Limited Information;
https://openalex.org/W1585611109,The investigation and thinking about the effects of Network Youth Subcultures on college students,2011-04-16T00:00:00Z,10.1109/CECNET.2011.5769469,2011-05-16T00:00:00Z,10.1109/CECNET.2011.5769469,Notice - No/Limited Information;
https://openalex.org/W2144808663,An empirical study on features and the preventive strategies of tourism crime in China's small and medium-sized cities,2011-03-26T00:00:00Z,10.1109/ICIST.2011.5765286,2011-05-10T00:00:00Z,10.1109/ICIST.2011.5765286,Notice - No/Limited Information;
https://openalex.org/W1520735904,A Study of Consumer's Perception and Support Behavior of Corporate Social Responsibility,2011-03-25T00:00:00Z,10.1109/APPEEC.2011.5748990,2011-04-11T00:00:00Z,10.1109/APPEEC.2011.5748990,Notice - No/Limited Information;
https://openalex.org/W2152619535,Gaining control: training executive function and far transfer of the ability to resolve interference,2008-09-01T00:00:00Z,10.1111/j.1467-9280.2008.02172.x,2011-03-31T00:00:00Z,10.1177/0956797611404902,+Error in Methods;+Results Not Reproducible;
https://openalex.org/W2543527125,Confirmative study of the conspicuous consumption motives of China's one-child generation and their effects,2010-12-04T00:00:00Z,10.1109/ICISE.2010.5691450,2011-01-17T00:00:00Z,10.1109/ICISE.2010.5691450,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W2141055402,On the effective management of the intellectual staff members' psychological contract,2010-12-04T00:00:00Z,10.1109/ICISE.2010.5691884,2011-01-17T00:00:00Z,10.1109/ICISE.2010.5691884,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1549143487,The comprehensive information emotion theory - An analysis on the framework,2010-12-25T00:00:00Z,10.1109/ICIECS.2010.5678239,2010-12-30T00:00:00Z,10.1109/ICIECS.2010.5678239,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1587018047,Based on psychological contract perspective of easing up knowledge workers' pressure strategy,2010-10-29T00:00:00Z,10.1109/ICICISYS.2010.5658333,2010-12-06T00:00:00Z,10.1109/ICICISYS.2010.5658333,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1567712480,Heterogeneous beliefs and post-earnings announcements drift: Evidence form Chinese A â€” Shares,2010-10-09T00:00:00Z,10.1109/FITME.2010.5656233,2010-12-03T00:00:00Z,10.1109/FITME.2010.5656233,+Investigation by Journal/Publisher;+Notice - Limited or No Information;+Withdrawal;
https://openalex.org/W1981210286,Impacts of career orientation and job satisfaction on turnover intention for key talents: An empirical study from Henan high-tech enterprises,2010-10-09T00:00:00Z,10.1109/FITME.2010.5656557,2010-12-03T00:00:00Z,10.1109/FITME.2010.5656557,+Investigation by Journal/Publisher;+Notice - Limited or No Information;+Withdrawal;
https://openalex.org/W1493102755,Managerial overconfidence and firm expansion: Evidence from China,2010-10-09T00:00:00Z,10.1109/FITME.2010.5654920,2010-12-03T00:00:00Z,10.1109/FITME.2010.5654920,+Investigation by Journal/Publisher;+Notice - Limited or No Information;+Withdrawal;
https://openalex.org/W1533877803,Research on the motivation mechanism for the top management of state-owned enterprisesâ€”Take JCB company as an example,2010-10-09T00:00:00Z,10.1109/FITME.2010.5655677,2010-12-03T00:00:00Z,10.1109/FITME.2010.5655677,+Investigation by Journal/Publisher;+Notice - Limited or No Information;+Withdrawal;
https://openalex.org/W2006098428,Path analytic examination of a cognitive model of PTSD,2010-11-02T00:00:00Z,10.1016/j.brat.2010.10.009,2010-12-01T00:00:00Z,10.1016/j.brat.2010.10.009,+Error by Journal/Publisher;+Notice - Limited or No Information;+Retract and Replace;+Withdrawal;
https://openalex.org/W3206304110,"Regional differences in rates of sentencing to forensic treatment in Baden-WÃ¼rttemberg, Germany: Consequences for forensic hospitals and possible causes",2010-11-13T00:00:00Z,10.1007/s00115-010-3061-1,2010-11-13T00:00:00Z,10.1007/s00115-010-3061-1,+Copyright Claims;
https://openalex.org/W1523103876,CGF post model research based on individual behavior difference,2010-10-22T00:00:00Z,10.1109/ICCASM.2010.5619378,2010-11-04T00:00:00Z,10.1109/ICCASM.2010.5619378,+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1543742421,"Impacts of entrepreneurial orientation, entrepreneurial motivation on business performance: Empirical study based on the internet-shops",2010-10-22T00:00:00Z,10.1109/ICCASM.2010.5622649,2010-11-04T00:00:00Z,10.1109/ICCASM.2010.5622649,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1514858300,Moral Hazard analysis in cooperation among industry-university- research institute,2010-10-22T00:00:00Z,10.1109/ICCASM.2010.5622187,2010-11-04T00:00:00Z,10.1109/ICCASM.2010.5622187,+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1964723899,Analysis on social and psychological factors of network-dependent behavior among university students,2010-08-16T00:00:00Z,10.1109/SWS.2010.5607411,2010-10-21T00:00:00Z,10.1109/SWS.2010.5607411,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1509292532,Research on the attitude of Normal University students to homosexuality,2010-08-16T00:00:00Z,10.1109/SWS.2010.5607426,2010-10-21T00:00:00Z,10.1109/SWS.2010.5607426,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1499465988,Consumer's cognitive response-based creative product design process,2010-08-10T00:00:00Z,10.1109/ICNC.2010.5582426,2010-09-23T00:00:00Z,10.1109/ICNC.2010.5582426,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W2059031187,Reduced source memory for emotional pictures,2010-08-10T00:00:00Z,10.1109/ICNC.2010.5582411,2010-09-23T00:00:00Z,10.1109/ICNC.2010.5582411,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1580572902,A research on the impact of outward bound on undergraduates' mental quality,2010-07-17T00:00:00Z,10.1109/ESIAT.2010.5568429,2010-09-09T00:00:00Z,10.1109/ESIAT.2010.5568429,+Investigation by Journal/Publisher;+Notice - Limited or No Information;+Withdrawal;
https://openalex.org/W2300988529,A study on the mental disorder and prevalence rate of physiological disease of college students,2010-06-22T00:00:00Z,10.1109/ICICCI.2010.131,2010-09-07T00:00:00Z,10.1109/ICICCI.2010.131,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W1950184918,Effect of human intervention in cause effect relationship,2010-07-09T00:00:00Z,10.1109/ICCSIT.2010.5563593,2010-09-07T00:00:00Z,10.1109/ICCSIT.2010.5563593,+Notice - Limited or No Information;
https://openalex.org/W1656261894,Group decision-making method based on linguistic judgement and rough set clustering,2010-07-09T00:00:00Z,10.1109/ICCSIT.2010.5564643,2010-09-07T00:00:00Z,10.1109/ICCSIT.2010.5564643,+Investigation by Journal/Publisher;+Notice - Limited or No Information;+Withdrawal;
https://openalex.org/W1603523729,A method for evaluating service quality considering customers' psychological behavior,2010-07-09T00:00:00Z,10.1109/ICAMS.2010.5552980,2010-08-23T00:00:00Z,10.1109/ICAMS.2010.5552980,+Investigation by Journal/Publisher;+Notice - Limited or No Information;+Withdrawal;
https://openalex.org/W1941800124,Application of behavioral economics in the mutual selecting between the post graduate student and the tutor,2010-07-09T00:00:00Z,10.1109/ICAMS.2010.5553126,2010-08-23T00:00:00Z,10.1109/ICAMS.2010.5553126,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
https://openalex.org/W2133615735,Applying grey relational analysis to prioritizing business leaders' emotional intelligence training needs,2010-07-09T00:00:00Z,10.1109/ICAMS.2010.5553131,2010-08-23T00:00:00Z,10.1109/ICAMS.2010.5553131,+Notice - Limited or No Information;
https://openalex.org/W1581982937,Investigating customer needs and evaluation behavior in online shopping,2010-07-09T00:00:00Z,10.1109/ICAMS.2010.5553124,2010-08-23T00:00:00Z,10.1109/ICAMS.2010.5553124,+Notice - Limited or No Information;
https://openalex.org/W1840181404,Main effect and moderating effect of psychological capital in the model of employee turnover intention,2010-07-09T00:00:00Z,10.1109/ICAMS.2010.5553049,2010-08-23T00:00:00Z,10.1109/ICAMS.2010.5553049,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;
