Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes,psych,doi_available
12559,The Inspiration to Modern Landscape Design from â€œThe Story of Peach Blossom Springâ€,(HUM) Arts - General;(PHY) Engineering - General;(SOC) Psychology;,"Department of Printing, Hubei Institute of Fine Arts, Wuhan, 430060, China; Department of Graphic Design, Hubei University of Technology, Wuhan, 430060, China",2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1,IEEE: Institute of Electrical and Electronics Engineers,China,Jing Zhang;Zhixin Wang,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2011-01-06T00:00:00Z,10.1109/CAIDCD.2010.5681882,NA,2010-11-17T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
12707,The comprehensive information emotion theory - An analysis on the framework,(B/T) Computer Science;(SOC) Psychology;,"School of Information and Electrics, Xuzhou Institute of Technology, Jiangsu ,China ,221008;",2010 2nd International Conference on Information Engineering and Computer Science,IEEE: Institute of Electrical and Electronics Engineers,China,Jiang Pu,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-12-30T00:00:00Z,10.1109/ICIECS.2010.5678239,NA,2010-12-25T00:00:00Z,10.1109/ICIECS.2010.5678239,NA,Retraction,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;,No,NA,1,1
13777,Based on psychological contract perspective of easing up knowledge workers' pressure strategy,(B/T) Business - Management;(SOC) Psychology;,"School of Management, Harbin Normal University, China, 150025;",2010 IEEE International Conference on Intelligent Computing and Intelligent Systems,IEEE: Institute of Electrical and Electronics Engineers,China,Guang Xu;Yie-Zhuang Tian;Chen-Guang Zhao,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-12-06T00:00:00Z,10.1109/ICICISYS.2010.5658333,NA,2010-10-29T00:00:00Z,10.1109/ICICISYS.2010.5658333,NA,Retraction,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;,No,NA,1,1
12958,Exploitation of innovative capacity for the 1980's employee based on psychological contract,(B/T) Business - Management;(SOC) Psychology;,"Department of Management, Shandong Institute of Business and Technology, Yaitai, China, 264005",2010 International Conference on Future Information Technology and Management Engineering,IEEE: Institute of Electrical and Electronics Engineers,China,Gao Xiaoqin,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-12-03T00:00:00Z,10.1109/FITME.2010.5656235,NA,2010-10-09T00:00:00Z,10.1109/FITME.2010.5656235,NA,Retraction,+Notice - Limited or No Information;+Withdrawal;,No,NA,1,1
12386,Heterogeneous beliefs and post-earnings announcements drift: Evidence form Chinese A â€” Shares,(B/T) Business - Accounting;(B/T) Business - Economics;(SOC) Psychology;,"School of Economics, Huazhong University of Science & Technology, Wuhan, Hubei Province, China;",2010 International Conference on Future Information Technology and Management Engineering,IEEE: Institute of Electrical and Electronics Engineers,China,Qiuhong Song,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-12-03T00:00:00Z,10.1109/FITME.2010.5656233,NA,2010-10-09T00:00:00Z,10.1109/FITME.2010.5656233,NA,Retraction,+Investigation by Journal/Publisher;+Notice - Limited or No Information;+Withdrawal;,No,NA,1,1
12389,Impacts of career orientation and job satisfaction on turnover intention for key talents: An empirical study from Henan high-tech enterprises,(B/T) Business - Management;(B/T) Technology;(SOC) Psychology;,"School of Management, Henan University of Technology, Zhengzhou, 450001, China;",2010 International Conference on Future Information Technology and Management Engineering,IEEE: Institute of Electrical and Electronics Engineers,China,Dan Jia,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-12-03T00:00:00Z,10.1109/FITME.2010.5656557,NA,2010-10-09T00:00:00Z,10.1109/FITME.2010.5656557,NA,Retraction,+Investigation by Journal/Publisher;+Notice - Limited or No Information;+Withdrawal;,No,NA,1,1
12390,Managerial overconfidence and firm expansion: Evidence from China,(B/T) Business - Management;(SOC) Psychology;,"School of Business, Renmin University of China, Beijing, China;",2010 International Conference on Future Information Technology and Management Engineering,IEEE: Institute of Electrical and Electronics Engineers,China,Min Zhang;Sheng Zhang;Fusheng Yu,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-12-03T00:00:00Z,10.1109/FITME.2010.5654920,NA,2010-10-09T00:00:00Z,10.1109/FITME.2010.5654920,NA,Retraction,+Investigation by Journal/Publisher;+Notice - Limited or No Information;+Withdrawal;,No,NA,1,1
12388,Research on the motivation mechanism for the top management of state-owned enterprisesâ€”Take JCB company as an example,(B/T) Business - Management;(SOC) Psychology;,"Management School, Tianjin University of Technology, China;",2010 International Conference on Future Information Technology and Management Engineering,IEEE: Institute of Electrical and Electronics Engineers,China,Tong Li,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-12-03T00:00:00Z,10.1109/FITME.2010.5655677,NA,2010-10-09T00:00:00Z,10.1109/FITME.2010.5655677,NA,Retraction,+Investigation by Journal/Publisher;+Notice - Limited or No Information;+Withdrawal;,No,NA,1,1
14777,The Status of Research Teaching in China,(PHY) Mathematics;(SOC) Education;(SOC) Psychology;,"Liaoning Shihua University, Fushun, Liaoning, China; Northeast Petroleum University, Daqing, Heilongjiang, China",2010 International Conference on Education and Management Technology,IEEE: Institute of Electrical and Electronics Engineers,China,Haifeng Chen;Miao He;Yi Pan,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-12-03T00:00:00Z,10.1109/ICEMT.2010.5657582,NA,2010-11-02T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
16686,Path analytic examination of a cognitive model of PTSD,(SOC) Psychology;,"Department of Psychology, Southern Illinois University, Carbondale, IL 62901, USA; Department of Psychology, One UTSA Circle, University of Texas at San Antonio, San Antonio, TX 78249, USA;",Behaviour Research and Therapy,Elsevier,United States,Steven L Lancaster;Benjamin F Rodriguez;Rebecca Weston,http://retractionwatch.com/2010/12/07/academic-purgatory-papers-withdrawn-before-theyre-officially-published/,Research Article;,2010-12-01T00:00:00Z,10.1016/j.brat.2010.10.009,21129730,2010-11-02T00:00:00Z,10.1016/j.brat.2010.10.009,21129730,Retraction,+Error by Journal/Publisher;+Notice - Limited or No Information;+Retract and Replace;+Withdrawal;,No,NA,1,1
9475,"Regional differences in rates of sentencing to forensic treatment in Baden-WÃ¼rttemberg, Germany: Consequences for forensic hospitals and possible causes",(SOC) Forensics;(SOC) Law/Legal Issues;(SOC) Psychology;,"Versorgungsforschung Weissenau, Zentrum fÃ¼r Psychiatrie SÃ¼dwÃ¼rttemberg, Ravensburg, Deutschland",Der Nervenarzt,Springer,Germany,G Weithmann;H J Traub,NA,Article in Press;,2010-11-13T00:00:00Z,10.1007/s00115-010-3061-1,20607207,2010-11-13T00:00:00Z,10.1007/s00115-010-3061-1,NA,Retraction,+Copyright Claims;,No,NA,1,1
11160,CGF post model research based on individual behavior difference,(B/T) Computer Science;(B/T) Technology;(SOC) Military/Naval Studies;(SOC) Psychology;,"Department of Equipment Command and Administration, AAFE, Beijing, China; Region Automation Station, BMR, Beijing, China;",2010 International Conference on Computer Application and System Modeling (ICCASM 2010),IEEE: Institute of Electrical and Electronics Engineers,China,Shaoyong Shi;Le Sun;Jingye Wang;Jing Guo,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-11-04T00:00:00Z,10.1109/ICCASM.2010.5619378,NA,2010-10-22T00:00:00Z,10.1109/ICCASM.2010.5619378,NA,Retraction,+Investigation by Journal/Publisher;+Notice - Limited or No Information;,No,NA,1,1
11387,"Impacts of entrepreneurial orientation, entrepreneurial motivation on business performance: Empirical study based on the internet-shops",(B/T) Business - General;(B/T) Technology;(SOC) Psychology;,"School of Management, Jilin University, Changchun China; School of Economics, Changchun Normal University, China; Entrepreneurial Research Center, Jilin University, Changchun China;",2010 International Conference on Computer Application and System Modeling (ICCASM 2010),IEEE: Institute of Electrical and Electronics Engineers,China,Wang Kan;Cui Jingjing;Ge Baoshan,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-11-04T00:00:00Z,10.1109/ICCASM.2010.5622649,NA,2010-10-22T00:00:00Z,10.1109/ICCASM.2010.5622649,NA,Retraction,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;,No,NA,1,1
11059,Moral Hazard analysis in cooperation among industry-university- research institute,(B/T) Business - General;(SOC) Education;(SOC) Psychology;,"Department of economics, Huazhong university of science and technology, Wuhan, China;",2010 International Conference on Computer Application and System Modeling (ICCASM 2010),IEEE: Institute of Electrical and Electronics Engineers,China,Wang Yuan;Xu Yang,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-11-04T00:00:00Z,10.1109/ICCASM.2010.5622187,NA,2010-10-22T00:00:00Z,10.1109/ICCASM.2010.5622187,NA,Retraction,+Investigation by Journal/Publisher;+Notice - Limited or No Information;,No,NA,1,1
11415,Development of Smart System for Neck Comfort During Air Travel,(PHY) Astrophysics;(SOC) Psychology;,"Designed Intelligence Group, Department of Industrial Design, Eindhoven University of Technology, the Netherlands",2010 International Conference on Educational and Information Technology (ICEIT),IEEE: Institute of Electrical and Electronics Engineers,Netherlands,CheeFai Tan;Wei Chen;Matthias Rauterberg,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-10-25T00:00:00Z,10.1109/ICEIT.2010.5607662,NA,2010-09-17T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
11368,New View of Developing Art Education of Normal University,(PHY) Mathematics;(SOC) Education;(SOC) Psychology;,"Dean's Office, Harbin Normal University, China",2010 International Conference on Educational and Information Technology (ICEIT),IEEE: Institute of Electrical and Electronics Engineers,China,Xiaochun Ma,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-10-25T00:00:00Z,10.1109/ICEIT.2010.5607709,NA,2010-09-17T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
11355,Study on Improving Effectiveness of College Freshmen Education,(PHY) Mathematics;(SOC) Education;(SOC) Psychology;,"Career Guidance Department, Harbin Normal University, China",2010 International Conference on Educational and Information Technology (ICEIT),IEEE: Institute of Electrical and Electronics Engineers,China,Shaomei Wang,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-10-25T00:00:00Z,10.1109/ICEIT.2010.5607713,NA,2010-09-17T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
13776,Analysis on social and psychological factors of network-dependent behavior among university students,(B/T) Technology;(SOC) Psychology;,"School of Humanities and Social Sciences, Xi'an Jiao Tong University, Xi'an City, Shaanxi Province, 710061, P. R. China;",2010 IEEE 2nd Symposium on Web Society,IEEE: Institute of Electrical and Electronics Engineers,China,XiaoLi Ni;YuYan Qian;SiLu Chen,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-10-21T00:00:00Z,10.1109/SWS.2010.5607411,NA,2010-08-16T00:00:00Z,10.1109/SWS.2010.5607411,NA,Retraction,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;,No,NA,1,1
13769,College students' social anxiety associated with stress and mental health,(SOC) Education;(SOC) Psychology;,Graduate University of Chinese Academy of Sciences;,2010 IEEE 2nd Symposium on Web Society,IEEE: Institute of Electrical and Electronics Engineers,China,Shi Kan;Jiang Nan;Chen Xuefeng;Wang Zhen;Gao Jing;Hu Weipeng,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-10-21T00:00:00Z,10.1109/SWS.2010.5607377,NA,2010-08-16T00:00:00Z,10.1109/SWS.2010.5607377,NA,Retraction,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;,No,NA,1,1
13767,Look into the mind or look at the eyes: A comparison of Chinese and westerners' beliefs of lies,(SOC) Psychology;(SOC) Sociology;,"Institute of Psychology, Chinese Academy of Sciences; Institute of Psychology, Chinese Academy of Sciences, Graduate University of the Chinese, Academy of Sciences;",2010 IEEE 2nd Symposium on Web Society,IEEE: Institute of Electrical and Electronics Engineers,China,Ning Zhang;Yuqing Zhang;Tingyu Zhang;Kankan Wu,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-10-21T00:00:00Z,10.1109/SWS.2010.5607394,NA,2010-08-16T00:00:00Z,10.1109/SWS.2010.5607394,NA,Retraction,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;,No,NA,1,1
13768,Research on the attitude of Normal University students to homosexuality,(SOC) Psychology;(SOC) Sexual And Marital Studies;,"Institute of Psychology, Chinese Academy of Sciences, China; He Bei normal University, China; Institute of Psychology, Chinese Academy of Sciences, China;",2010 IEEE 2nd Symposium on Web Society,IEEE: Institute of Electrical and Electronics Engineers,China,Shaobo Lv;Xiaojun Yan;Jianxin Zhang,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-10-21T00:00:00Z,10.1109/SWS.2010.5607426,NA,2010-08-16T00:00:00Z,10.1109/SWS.2010.5607426,NA,Retraction,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;,No,NA,1,1
13020,An Analysis of Herding Behavior under Cognitive Bias Structure - A Stock Market Case Study,(B/T) Business - Marketing;(PHY) Mathematics;(SOC) Education;(SOC) Psychology;(SOC) Sociology;,"College of Economics & Management, Guizhou University for Nation, Guiyang, China",2010 International Conference on E-Business and E-Government,IEEE: Institute of Electrical and Electronics Engineers,China,Zhu Wenjuan;Tian Jun;Chen Ying,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-30T00:00:00Z,10.1109/ICEE.2010.1343,NA,2010-05-07T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
11942,Empirical Research on the Measurement System of Top Management Team Human Capital Value,(B/T) Business - Management;(B/T) Technology;(PHY) Mathematics;(SOC) Psychology;,"School of Management, Shanghai University for Science & Technology, Shanghai, China",2010 International Conference on E-Business and E-Government,IEEE: Institute of Electrical and Electronics Engineers,China,Chen Yue-Ming;Ge Yu-Hui;Song Zhi-Qiang,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-30T00:00:00Z,10.1109/ICEE.2010.997,NA,2010-05-07T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
12520,Research on the Elder Tourism Market in Shanghai,(B/T) Business - Economics;(B/T) Business - Marketing;(PHY) Mathematics;(SOC) Education;(SOC) Psychology;,"School of Computer & Information, Shanghai Second Polytechnical University, Shanghai, China",2010 International Conference on E-Business and E-Government,IEEE: Institute of Electrical and Electronics Engineers,China,Tang Wenting;Pan HaiLan;Wu Cuihong,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-30T00:00:00Z,10.1109/ICEE.2010.638,NA,2010-05-07T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
12512,Studies on the Factors of Interaction Quality in Public Service Quality Management,(B/T) Business - Management;(B/T) Government;(PHY) Mathematics;(SOC) Education;(SOC) Psychology;,"Business School, Nankai University, Tianjin, China",2010 International Conference on E-Business and E-Government,IEEE: Institute of Electrical and Electronics Engineers,China,Yang Kun;Hu Jing;Wang Bingjie,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-30T00:00:00Z,10.1109/ICEE.2010.1143,NA,2010-05-07T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
12517,Study on the Influence of Job Pressure on Staff's Performance in Service Industry - Taking Emotional Labor and Job Burnout as Intermediaries,(B/T) Business - Management;(PHY) Mathematics;(SOC) Psychology;,"Shandong University of Finance, Jinan, China",2010 International Conference on E-Business and E-Government,IEEE: Institute of Electrical and Electronics Engineers,China,Yu Wei;Zhang Yan,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-30T00:00:00Z,10.1109/ICEE.2010.771,NA,2010-05-07T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
12035,The Exploration of Building Enterprise Education Practical Community for Undergraduate Students,(B/T) Business - Management;(PHY) Mathematics;(SOC) Education;(SOC) Psychology;,"School of Information Science & Engineering, Hebei University of Science & Technology., Shijiazhuang, China",2010 International Conference on E-Business and E-Government,IEEE: Institute of Electrical and Electronics Engineers,China,Jingyang Wang;Shang Meng;Xiaohong Wang,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-30T00:00:00Z,10.1109/ICEE.2010.1210,NA,2010-05-07T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
12275,The Influence of Self-construal and Normative Evaluations on Impulse Buying,(B/T) Government;(PHY) Mathematics;(SOC) Education;(SOC) Psychology;,"School of Management, Huazhong University of Science & Technology, Wuhan, China;",2010 International Conference on E-Business and E-Government,IEEE: Institute of Electrical and Electronics Engineers,China,Xiong Suhong;Jing Fengjie,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-30T00:00:00Z,10.1109/ICEE.2010.758,NA,2010-05-07T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
13008,The Influence of Work-Family Conflict and Supervisor Support on Job Satisfaction,(B/T) Business - Management;(PHY) Mathematics;(SOC) Education;(SOC) Psychology;,"School of Business Administration, South China University of Technology, Guangzhou, China",2010 International Conference on E-Business and E-Government,IEEE: Institute of Electrical and Electronics Engineers,China,Lin Qiu,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-30T00:00:00Z,10.1109/ICEE.2010.1218,NA,2010-05-07T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
13093,"The Relation Among Job Satisfaction, Stress Level and Self-efficacy of Safety Staff in Coal Mine",(B/T) Business - Management;(PHY) Mathematics;(SOC) Psychology;,"InstItute of Mining & Technology, Taiyuan University of Technology, Taiyuan, China",2010 International Conference on E-Business and E-Government,IEEE: Institute of Electrical and Electronics Engineers,China,Li Jizu;Liu Jiuyuan,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-30T00:00:00Z,10.1109/ICEE.2010.272,NA,2010-05-07T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
12239,Behavioural study on cognition of clothing color based on brightness,(HUM) Arts - General;(SOC) Psychology;,"National Engineering Laboratory for Modern Silk, Soochow University, Suzhou, China College of Textile and Clothing Engineering, Soochow University, Nanjing, China",2010 6th International Conference on Natural Computation (ICNC),IEEE: Institute of Electrical and Electronics Engineers,China,Xiao-Feng Jiang;Guo-Lian Liu;Fang Qin;Shan-Shan Wang,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-23T00:00:00Z,10.1109/ICNC.2010.5584717,NA,2010-08-10T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;+Withdrawal;,No,NA,1,1
12567,Consumer's cognitive response-based creative product design process,(B/T) Business - Marketing;(PHY) Engineering - General;(SOC) Psychology;,"Design School, Jiangnan University, Wuxi, China;",2010 6th International Conference on Natural Computation (ICNC),IEEE: Institute of Electrical and Electronics Engineers,China,Zhi-jun Wu;Liang-zhi Li;Chen Yu;Cai Yan,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-23T00:00:00Z,10.1109/ICNC.2010.5582426,NA,2010-08-10T00:00:00Z,10.1109/ICNC.2010.5582426,NA,Retraction,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;,No,NA,1,1
12317,Learning through organizational citizenship behavior,(B/T) Business - General;(SOC) Psychology;(SOC) Sociology;,"School of Management, Zhejiang University, Hangzhou, China",2010 6th International Conference on Natural Computation (ICNC),IEEE: Institute of Electrical and Electronics Engineers,China,Jin-Zhao Deng,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-23T00:00:00Z,10.1109/ICNC.2010.5582471,NA,2010-08-10T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;+Withdrawal;,No,NA,1,1
12566,Reduced source memory for emotional pictures,(SOC) Psychology;,"State Key Laboratory of Brain and Cognitive Science, Institute of Psychology, Chinese Academy of Sciences, Graduate University of Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Brain and Cognitive Science, Institute of Psychology, Chinese Academy of Sciences, Beijing, China;",2010 6th International Conference on Natural Computation (ICNC),IEEE: Institute of Electrical and Electronics Engineers,China,Bo Wang;Xiaolan Fu,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-23T00:00:00Z,10.1109/ICNC.2010.5582411,NA,2010-08-10T00:00:00Z,10.1109/ICNC.2010.5582411,NA,Retraction,+Breach of Policy by Author;+Investigation by Journal/Publisher;+Notice - Limited or No Information;,No,NA,1,1
14081,Action Mechanism of Knowledge Conflict on Team Innovation,(B/T) Business - Management;(B/T) Technology;(PHY) Mathematics;(SOC) Psychology;,"School of Economics, Zhejiang University, Hangzhou, China; School of Economics & Management, ZheJiang Sci-tech University, Hangzhou, China",2010 International Conference on Management and Service Science,IEEE: Institute of Electrical and Electronics Engineers,China,Xudong Ni;Ruoyang Gao,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-16T00:00:00Z,10.1109/ICMSS.2010.5577036,NA,2010-08-24T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
14062,How Service Climate Impacts on Service Performance: Evidence from China Hotel Industry,(B/T) Business - Public Relations;(PHY) Mathematics;(SOC) Psychology;,"Department of Management Science, City University of Hong Kong, Hong Kong, China; Department of Tourism Management, Jinan University, Shenzhen, China",2010 International Conference on Management and Service Science,IEEE: Institute of Electrical and Electronics Engineers,China,Wenli Li;Yagang Lu,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-16T00:00:00Z,10.1109/ICMSS.2010.5576630,NA,2010-08-24T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
14186,Influences on Unrealistic Optimism in Risk Perception and It's Developmental Mechanism,(B/T) Business - Management;(PHY) Mathematics;(SOC) Psychology;(SOC) Sociology;,"School of Business, Sun Yet-Sen University, Guangzhou, China",2010 International Conference on Management and Service Science,IEEE: Institute of Electrical and Electronics Engineers,China,Xiaoping Liu;Hong Xie,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-16T00:00:00Z,10.1109/ICMSS.2010.5575326,NA,2010-08-24T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
14131,Study on Escalation Factors of Conversion from Task Conflict to Relationship Conflict,(B/T) Business - Management;(PHY) Mathematics;(SOC) Psychology;,"School of Economics, Zhejiang University, Hangzhou, China",2010 International Conference on Management and Service Science,IEEE: Institute of Electrical and Electronics Engineers,China,Xudong Ni;Ruoyang Gao,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-16T00:00:00Z,10.1109/ICMSS.2010.5575610,NA,2010-08-24T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
14105,The Effects of Internal Marketing on Service Branding,(B/T) Business - Marketing;(PHY) Mathematics;(SOC) Psychology;,"Business School, Nankai University, Tianjin, China; International Business Institute, Nankai University, Tianjin, China",2010 International Conference on Management and Service Science,IEEE: Institute of Electrical and Electronics Engineers,China,Ye Chen;Jing Zhao,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-16T00:00:00Z,10.1109/ICMSS.2010.5576617,NA,2010-08-24T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
14065,The Effects of Subordinate-Supervisor Conscientiousness Fit on Organizational Commitment and Career Satisfaction,(B/T) Business - General;(PHY) Mathematics;(SOC) Education;(SOC) Psychology;,"School of Business, Sun Yet-Sen University, Guangzhou, China",2010 International Conference on Management and Service Science,IEEE: Institute of Electrical and Electronics Engineers,China,Xiaoping Liu;Jinfei Zhou,http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/,Conference Abstract/Paper;,2010-09-16T00:00:00Z,10.1109/ICMSS.2010.5575328,NA,2010-08-24T00:00:00Z,NA,NA,Retraction,+Notice - Limited or No Information;,No,NA,1,1
