id,title,publication_date,doi_for_requesting,record_id,title2
https://openalex.org/W1918811367,Does the Form of Management's Earnings Guidance Affect Analysts' Earnings Forecasts? (Retracted),2006-01-01,https://doi.org/10.2308/accr.2006.81.1.207,16323,Does the Form of Managementâ€™s Earnings Guidance Affect Analystsâ€™ Earnings Forecasts
https://openalex.org/W2644654940,RETRACTED: Nurses’ experiences of humour in clinical settings,2015-01-01,https://doi.org/10.1016/j.ijans.2014.06.004,16488,Nursesâ€™ experiences of humour in clinical settings
https://openalex.org/W2120140925,Investigating factors associated with nurses' attitudes towards perinatal bereavement care: a study in Shandong and Hong Kong.,2009-08-01,https://doi.org/10.1111/j.1365-2702.2008.02689.x,3571,Investigating factors associated with nurses' attitudes towards perinatal bereavement care: a study in Shandong and Hong Kong
https://openalex.org/W2140059356,Using immersive virtual reality and ecological psychology to probe into child molesters' phenomenology,2013-02-25,https://doi.org/10.1080/13552600.2011.617014,9375,Using immersive virtual reality and ecological psychology to probe into child molesters' phenomenology
https://openalex.org/W1562949758,Retracted: Analysts’ Reactions to Earnings Preannouncement Strategies,2002-03-01,https://doi.org/10.1111/1475-679x.00045,NA,NA
https://openalex.org/W2061057155,"Recognition v. Disclosure, Auditor Tolerance for Misstatement, and the Reliability of Stock-Compensation and Lease Information",2006-06-01,https://doi.org/10.1111/j.1475-679x.2006.00210.x,NA,NA
https://openalex.org/W1542750054,Retracted: Relationship Incentives and the Optimistic/Pessimistic Pattern in Analysts' Forecasts,2008-03-01,https://doi.org/10.1111/j.1475-679x.2007.00265.x,NA,NA
https://openalex.org/W2051599381,Astakine 2—the Dark Knight Linking Melatonin to Circadian Regulation in Crustaceans,2013-03-21,https://doi.org/10.1371/journal.pgen.1003361,1949,Astakine 2 - The Dark Knight Linking Melatonin to Circadian Regulation in Crustaceans
https://openalex.org/W2135050412,Suicide Trends in Upper Egypt,2012-09-01,https://doi.org/10.1111/j.1556-4029.2012.02247.x,8087,Suicide trends in Upper Egypt
https://openalex.org/W2326362989,Inpatient pediatric psychology consultation-liaison practice survey,2015-01-01,https://doi.org/10.1037/cpp0000089,9506,Inpatient pediatric psychology consultation-liaison practice survey
https://openalex.org/W2500707387,Notice of Violation of IEEE Publication Principles I'm Not a Transvestite: Antecedents and Consequences of Gender Swapping in Online Games,2015-01-01,https://doi.org/10.1109/hicss.2015.427,NA,NA
https://openalex.org/W2171249738,"Epidemiological pattern of bullying among school children in Mazandaran Province, Iran",2014-11-22,https://doi.org/10.5812/atr.22551,1154,"Epidemiological pattern of bullying among school children in mazandaran province, Iran"
https://openalex.org/W2077207564,WITHDRAWN: Effects of motivational interviewing on lifestyle modification and diabetes prevention in adults with pre-diabetes,2015-02-23,https://doi.org/10.1016/j.diabres.2015.01.042,3765,Effects of Motivational Interviewing on Lifestyle Modification and Diabetes Prevention in Adults with Pre-diabetes
https://openalex.org/W2442003564,Preference for immediate reinforcement over delayed reinforcement: relation between delay discounting and health behavior.,2013-02-01,https://doi.org/10.1007/s10865-012-9399-z,5419,Preference for immediate reinforcement over delayed reinforcement: relation between delay discounting and health behavior
https://openalex.org/W2442003564,Preference for immediate reinforcement over delayed reinforcement: relation between delay discounting and health behavior.,2013-02-01,https://doi.org/10.1007/s10865-012-9399-z,21439,Preference for immediate reinforcement over delayed reinforcement: relation between delay discounting and health behavior
https://openalex.org/W2053209977,When Do Analysts Adjust for Biases in Management Guidance? Effects of Guidance Track Record and Analysts' Incentives,2010-03-01,https://doi.org/10.1111/j.1911-3846.2010.01006.x,12093,When Do Analysts Adjust for Biases in Management Guidance? Effects of Guidance Track Record and Analystsâ€™ Incentives
https://openalex.org/W2186019413,Reconsolidation revisited: a review and commentary on the phenomenon.,2007-01-01,https://doi.org/10.1515/revneuro.2007.18.5.365,2348,Reconsolidation revisited: a review and commentary on the phenomenon
https://openalex.org/W1992007218,Enhancing the job performance of employees with disabilities using the self-determined career development model,2011-08-01,https://doi.org/10.1352/1934-9556-49.4.221,3197,Enhancing the job performance of employees with disabilities using the self-determined career development model
https://openalex.org/W2158790425,"Sense creative! The impact of global and local vision, hearing, touching, tasting, and smelling on creative and analytic thought",2012-01-01,https://doi.org/10.1177/1948550611410890,17218,"Sense Creative! The Impact of Global and Local Vision, Hearing, Touching, Tasting and Smelling on Creative and Analytic Thought"
https://openalex.org/W2031113976,Electroconvulsive therapy and aerobic exercise training increased BDNF and ameliorated depressive symptoms in patients suffering from treatment-resistant major depressive disorder,2014-10-01,https://doi.org/10.1016/j.jpsychires.2014.06.018,5389,Electroconvulsive Therapy and Aerobic Exercise Training Increased BDNF and Ameliorated Depressive Symptoms in Patients Suffering From Treatment-resistant Major Depressive Disorder
https://openalex.org/W1561689924,RETRACTED: Psychological processes linking authentic leadership to follower behaviors,2010-10-01,https://doi.org/10.1016/j.leaqua.2010.07.015,6253,Psychological Processes Linking Authentic Leadership to Follower Behavior
https://openalex.org/W2052063974,Factors behind negative attitudes toward cadaveric organ donation: a comparison between medical and non-medical students in China.,2014-08-12,https://doi.org/10.1097/tp.0000000000000163,NA,NA
https://openalex.org/W2020535048,RETRACTED: Reminders of Money Elicit Feelings of Threat and Reactance in Response to Social Influence,2012-04-01,https://doi.org/10.1086/661553,17199,Reminders of Money Elicit Feelings of Threat and Reactance in Response to Social Influence
https://openalex.org/W1996848476,RETRACTED: Students’ and experts’ schemes for rate of change and its representations,2014-06-01,https://doi.org/10.1016/j.jmathb.2014.01.002,18783,Studentsâ€™ and expertsâ€™ schemes for rate of change and its representations
https://openalex.org/W2063230744,Impact of an educational program on nursing students' caring and self-perception in intensive clinical training in Jordan.,2011-06-29,https://doi.org/10.2147/amep.s21201,NA,NA
https://openalex.org/W2015736520,Retracted: Nurses learning in the workplace: a comparison of workplace attributes in acute care settings in Australia and Singapore.,2014-06-01,https://doi.org/10.1111/inr.12062,3148,Nurses learning in the workplace: a comparison of workplace attributes in acute care settings in Australia and Singapore
https://openalex.org/W2156157187,: Authentically leading groups: The mediating role of collective psychological capital and trust,2011-01-01,https://doi.org/10.1002/job.653,5254,Authentically Leading Groups: The Mediating Role of Collective Psychological Capital and Trust
https://openalex.org/W2162866923,The Effects of Thin and Heavy Media Images on Overweight and Underweight Consumers: Social Comparison Processes and Behavioral Implications,2010-04-01,https://doi.org/10.1086/648688,5249,The Effects of Thin and Heavy Media Images on Overweight and Underweight Consumers: Social Comparison Processes and Behavioral Implications
https://openalex.org/W2130223103,Money and Mimicry When Being Mimicked Makes People Feel Threatened,2011-08-05,https://doi.org/10.1177/0956797611418348,2330,Money and mimicry: when being mimicked makes people feel threatened
https://openalex.org/W1957670153,"Higher-risk sexual behaviour among HIV patients receiving antiretroviral treatment in Ibadan, Nigeria.",2008-05-01,https://doi.org/10.2989/ajar.2008.7.1.8.436,NA,NA
https://openalex.org/W2127845314,Recursive fury: conspiracist ideation in the blogosphere in response to research on conspiracist ideation,2013-03-18,https://doi.org/10.3389/fpsyg.2013.00073,4849,Recursive fury: conspiracist ideation in the blogosphere in response to research on conspiracist ideation.
https://openalex.org/W1060527488,Erratum to ‘Comparative Study on the Questions Asked through Digital and Face-to-face Reference Services’: [SBSPRO 73C (2013) 188–195],2013-02-27,https://doi.org/10.1016/j.sbspro.2014.03.001,16698,Comparative Study on the Questions Asked through Digital and Face-to-face Reference Services
https://openalex.org/W2312592336,RETRACTED: Development and Validation of Self-Regulation Questionnaire in Children and Minors,2014-02-07,https://doi.org/10.1016/j.sbspro.2014.01.1224,16556,Development and Validation of Self-Regulation Questionnaire in Children and Minors
https://openalex.org/W2123554657,The evolution of intergroup bias: perceptions and attitudes in rhesus macaques.,2011-03-01,https://doi.org/10.1037/a0022459,3876,The evolution of intergroup bias: perceptions and attitudes in rhesus macaques
https://openalex.org/W2618437667,Neuroradiological advances detect abnormal neuroanatomy underlying neuropsychological impairments: the power of PET imaging.,2013-04-11,https://doi.org/10.1007/s00259-013-2401-3,3143,Neuroradiological Advances Detect Abnormal Neuroanatomy Underlying Neuropsychological Impairments: The Power of PET Imaging
https://openalex.org/W2001297768,A characterization of individual differences in prospective memory monitoring using the Complex Ongoing Serial Task,2012-05-01,https://doi.org/10.1037/a0025753,5830,A characterization of individual differences in prospective memory monitoring using the Complex Ongoing Serial Task
https://openalex.org/W2029265345,RETRACTED ARTICLE: A stoic defence of rational suicide,2013-11-01,https://doi.org/10.1007/s11019-012-9424-6,3555,A Stoic Defence of Rational Suicide
https://openalex.org/W2169815771,"RETRACTION: The factor structure of the Thai version of the Depression Anxiety and Stress Scales (Thai DASS-42) and its application in a community sample of Thai women living in Sydney, Australia",2013-07-15,https://doi.org/10.5430/jnep.v3n11p133,8252,"The factor structure of the Thai version of the Depression Anxiety and Stress Scales (Thai DASS-42) and its application in a community sample of Thai women living in Sydney, Australia"
https://openalex.org/W1683218337,RETRACTED: The Integrated Self: A Holistic Approach to Spirituality and Mental Health Practice,2013-02-28,https://doi.org/10.5964/ejop.v9i1.425,17172,The Integrated Self: A Holistic Approach to Spirituality and Mental Health Practice
https://openalex.org/W1673113491,Notice of Retraction A critical analysis of outsourcers' behaviorization of moral hazards,2013-07-15,https://doi.org/10.1109/qr2mse.2013.6625994,NA,NA
https://openalex.org/W2066493900,The impact of anxiety and depression on patients within a large type 1 diabetes insulin pump population. An observational study,2013-10-01,https://doi.org/10.1016/j.diabet.2013.06.003,18792,The impact of anxiety and depression on patients within a large type 1 diabetes insulin pump population. An observational study
https://openalex.org/W2069529415,Biofeedback for pain management in traumatised refugees,2009-09-21,https://doi.org/10.1080/16506070902815024,3818,Biofeedback for pain management in traumatised refugees
https://openalex.org/W2044453520,Combining biofeedback and Narrative Exposure Therapy for persistent pain and PTSD in refugees: a pilot study,2012-06-25,https://doi.org/10.3402/ejpt.v3i0.17660,3364,Combining Biofeedback and Narrative Exposure Therapy for Persistent Pain and PTSD in Refugees: A Pilot Study
https://openalex.org/W2335058723,Retracted: Testosterone therapy improves psychological distress and health-related quality of life in Chinese men with symptomatic late-onset hypogonadism patients,2013-01-10,https://doi.org/10.3109/13685538.2012.754007,846,Testosterone therapy improves psychological distress and health-related quality of life in Chinese men with symptomatic late-onset hypogonadism patients
https://openalex.org/W2261673220,The Emergence of Orthographic Word Representations in the Brain: Evaluating a Neural Shape-Based Framework Using fMRI and the HMAX Model,2012-11-16,https://doi.org/10.1093/cercor/bhs355,NA,NA
https://openalex.org/W1969035962,Measure by Measure: When Implicit and Explicit Social Comparison Effects Differ,2011-04-01,https://doi.org/10.1080/15298861003680117,16246,Measure by measure: When implicit and explicit social comparison effects differ
https://openalex.org/W1973918865,Unfinished business: How completeness affects the impact of emotional states and emotion concepts on social judgment,2007-09-01,https://doi.org/10.1016/j.jesp.2006.07.007,16252,Unfinished business: How completeness affects the impact of emotional states and emotion concepts on social judgement
https://openalex.org/W2096342832,The flexible unconscious: Investigating the judgmental impact of varieties of unaware perception,2006-01-01,https://doi.org/10.1016/j.jesp.2005.02.002,16257,The flexible unconscious: Investigating the judgmental impact of varieties of unaware perception
https://openalex.org/W2112105445,Distinctiveness is Key: How Different Types of Self-Other Similarity Moderate Social Comparison Effects,2007-03-01,https://doi.org/10.1177/0146167206296105,2860,Distinctiveness is Key: How Different Types of Self-Other Similarity Moderate Social Comparison Effects
https://openalex.org/W2137877549,Terror Management and Stereotyping: Why Do People Stereotype When Mortality Is Salient?,2008-04-01,https://doi.org/10.1177/0146167207312465,2859,Terror Management and Stereotyping: Why Do People Stereotype When Mortality Is Salient?
https://openalex.org/W2115268890,"When we wonder what it all means: Interpretation goals facilitate accessibility and stereotyping effects (Retracted article. See vol. 39, pg. 264, 2013)",2001-08-01,https://doi.org/10.1177/0146167201278001,2861,When we wonder what it all means: Interpretation goals facilitate accessibility and stereotyping effects
https://openalex.org/W1242786424,"RETRACTED: Me tomorrow, the others later: How perspective fit increases sustainable behavior",2011-03-01,https://doi.org/10.1016/j.jenvp.2010.06.002,16245,"Me tomorrow, the others later: How perspective fit increases sustainable behavior"
https://openalex.org/W2043792984,Bridging the gap on Facebook: assessing intergroup contact and its effects for intergroup relations.,2012-08-16,https://doi.org/10.1089/cyber.2011.0569,3827,Bridging the gap on Facebook: assessing intergroup contact and its effects for intergroup relations
https://openalex.org/W1972927229,RETRACTED: Similarities and Differences between the Impact of Traits and Expectancies: What Matters Is Whether the Target Stimulus Is Ambiguous or Mixed☆☆☆★,1998-05-01,https://doi.org/10.1006/jesp.1997.9997,16250,Similarities and Differences between the Impact of Traits and Expectancies: What Matters Is Whether the Target Stimulus Is Ambiguous or Mixed
https://openalex.org/W1982241581,RETRACTED: When thoughts don’t feel like they used to: Changing feelings of subjective ease in judgments of the past,2009-07-01,https://doi.org/10.1016/j.jesp.2009.05.012,16885,When thoughts donâ€™t feel like they used to: Changing feelings of subjective ease in judgments of the past
https://openalex.org/W1599435154,RETRACTED: Information to go: Fluency enhances the usability of primed information,2010-01-01,https://doi.org/10.1016/j.jesp.2009.10.001,16241,Information to go: Fluency enhances the usability of primed information
https://openalex.org/W1968996777,Age-related differences in typical intellectual engagement between young and old adults.,2012-01-06,https://doi.org/10.1080/0361073x.2012.637007,NA,NA
https://openalex.org/W1978379007,Distinguishing stereotype threat from priming effects: on the role of the social self and threat-based concerns.,2006-08-01,https://doi.org/10.1037/0022-3514.91.2.243,4152,Distinguishing stereotype threat from priming effects: on the role of the social self and threat-based concerns
https://openalex.org/W2105980380,From seeing to being: subliminal social comparisons affect implicit and explicit self-evaluations.,2004-10-01,https://doi.org/10.1037/0022-3514.87.4.468,3874,From seeing to being: subliminal social comparisons affect implicit and explicit self-evaluations
https://openalex.org/W2002016575,"Method matters : Effects of explicit versus implicit social comparisons on activation, behavior, and self-views",2004-12-01,https://doi.org/10.1037/0022-3514.87.6.860,4150,"Method matters: effects of explicit versus implicit social comparisons on activation, behavior, and self-views"
https://openalex.org/W2134606469,The magic spell of language: linguistic categories and their perceptual consequences.,2007-07-01,https://doi.org/10.1037/0022-3514.93.1.23,4153,The magic spell of language: linguistic categories and their perceptual consequences
https://openalex.org/W2115053809,"The self salience model of other-to-self effects: Integrating principles of self-enhancement, complementarity, and imitation",2006-02-01,https://doi.org/10.1037/0022-3514.90.2.258,4151,"The self salience model of other-to-self effects: integrating principles of self-enhancement, complementarity, and imitation"
https://openalex.org/W2114458794,Unconscious and spontaneous and...complex: the three selves model of social comparison assimilation and contrast,2008-06-01,https://doi.org/10.1037/0022-3514.94.6.1018,3873,Unconscious and spontaneous and...complex: the three selves model of social comparison assimilation and contrast
https://openalex.org/W2317826651,The Norm-Activating Power of Celebrity: The Dynamics of Success and Influence,2011-03-02,https://doi.org/10.1177/0190272511398208,5034,The Norm-Activating Power of Celebrity: The Dynamics of Success and Influence
https://openalex.org/W2120257996,Not-Sold-Here: How Attitudes Influence External Knowledge Exploitation,2010-09-01,https://doi.org/10.1287/orsc.1090.0499,8959,Not-Sold-Here: How Attitudes Influence External Knowledge Exploitation
https://openalex.org/W1524114144,"Effects of exercise program on physical fitness, depression, and self-efficacy of low-income elderly women in South Korea.",2009-11-01,https://doi.org/10.1111/j.1525-1446.2009.00812.x,2427,"Effects of exercise program on physical fitness, depression, and self-efficacy of low-income elderly women in South Korea"
https://openalex.org/W1999557056,Status concerns and financial debts in adolescents,2011-01-01,https://doi.org/10.1080/15534510.2010.525855,5028,Status concerns and financial debts in adolescents
https://openalex.org/W2079262558,"It's all in the timing: Measuring emotional reactions to stereotype threat before and after taking a test (Retracted article. See vol. 42, pg. 933, 2012)",2006-09-01,https://doi.org/10.1002/ejsp.310,6309,It's all in the timing: Measuring emotional reactions to stereotype threat before and after taking a test
https://openalex.org/W2100576560,Making sense of war: Using the interpretation comparison model to understand the Iraq conflict,2007-05-01,https://doi.org/10.1002/ejsp.369,16244,Making sense of war: using the interpretation comparison model to understand the Iraq conflict
https://openalex.org/W2079233794,Visual perspective influences the use of metacognitive information in temporal comparisons,2012-01-01,https://doi.org/10.1037/a0026106,4124,Visual perspective influences the use of metacognitive information in temporal comparisons
https://openalex.org/W2018274503,The Motivated Self: Self-Affirmation and the Better-Than-Average Effect,2012-08-20,https://doi.org/10.1177/0146167212457074,2858,The Motivated Self: Self-Affirmation and the Better-Than-Average Effect
https://openalex.org/W2103573682,"Staff, miter, book, share: How attributes of Saint Nicholas induce normative behavior (Retracted article. See vol. 42, pg. 800, 2012)",2009-02-01,https://doi.org/10.1002/ejsp.491,16251,"Staff, miter, book, share: how attributes of Saint Nicholas induce normative behavior"
https://openalex.org/W2041304728,Affects of the Unexpected: When Inconsistency Feels Good (or Bad),2010-03-15,https://doi.org/10.1177/0146167209357746,2851,Affects of the unexpected: when inconsistency feels good (or bad)
https://openalex.org/W2106413072,Event Accessibility and Context Effects in Causal Inference: Judgment of a Different Order:,1996-10-01,https://doi.org/10.1177/01461672962210001,2857,Event Accessibility and Context Effects in Causal Inference: Judgment of a Different Order
https://openalex.org/W2141047773,Silence and Table Manners: When Environments Activate Norms,2008-05-09,https://doi.org/10.1177/0146167208318401,2855,Silence and Table Manners: When Environments Activate Norms
https://openalex.org/W2148183701,The Influence of Mood on Attribution,2010-08-17,https://doi.org/10.1177/0146167210381083,2849,The influence of mood on attribution
https://openalex.org/W1971981925,Stop Making Sense: The Ultimate Fear,2009-12-07,https://doi.org/10.1080/10478400903448516,5255,Stop Making Sense: The Ultimate Fear
https://openalex.org/W1994843461,How to heat up from the cold: examining the preconditions for (unconscious) mood effects.,2008-05-01,https://doi.org/10.1037/0022-3514.94.5.777,4127,How to heat up from the cold: examining the preconditions for (unconscious) mood effects
https://openalex.org/W1980574943,Mixed-motive conflict in social dilemmas: Mood as input to competitive and cooperative goals,2003-03-01,https://doi.org/10.1037/1089-2699.7.1.26,16904,Mixed-motive conflict in social dilemmas: Mood as input to competitive and cooperative goals
https://openalex.org/W2089368760,Mood and context-dependence: Positive mood increases and negative mood decreases the effects of context on perception.,2010-08-01,https://doi.org/10.1037/a0020216,4129,Mood and context-dependence: Positive mood increases and negative mood decreases the effects of context on perception
https://openalex.org/W2011476945,Moods as spotlights: the influence of mood on accessibility effects.,2008-09-01,https://doi.org/10.1037/a0012560,4128,Moods as spotlights: the influence of mood on accessibility effects
https://openalex.org/W2132902242,"No pain, no gain: the conditions under which upward comparisons lead to better performance.",2007-06-01,https://doi.org/10.1037/0022-3514.92.6.1051,4126,"No pain, no gain: the conditions under which upward comparisons lead to better performance"
https://openalex.org/W2054840619,On models and vases: body dissatisfaction and proneness to social comparison effects.,2007-01-01,https://doi.org/10.1037/0022-3514.92.1.106,4125,On models and vases: body dissatisfaction and proneness to social comparison effects
https://openalex.org/W2111047655,The Referents of Trait Inferences: The Impact of Trait Concepts Versus Actor-Trait Links on Subsequent Judgments,1996-03-01,https://doi.org/10.1037/0022-3514.70.3.437,4131,The referents of trait inferences: The impact of trait concepts versus actorâ€“trait links on subsequent judgments
https://openalex.org/W2089838413,What drives self-affirmation effects? On the importance of differentiating value affirmation and attribute affirmation.,2011-07-01,https://doi.org/10.1037/a0023172,4130,What drives self-affirmation effects? On the importance of differentiating value affirmation and attribute affirmation
https://openalex.org/W1998325203,Exploration of Iranian intensive care nurses' experience of end-of-life care: a qualitative study.,2012-11-01,https://doi.org/10.1111/j.1478-5153.2012.00523.x,3061,Exploration of Iranian Intensive Care Nurses' Experience of End-of-life Care: A Qualitative Study
https://openalex.org/W2132035622,Construing Collective Concerns Increasing Cooperation by Broadening Construals in Social Dilemmas [retracted],2009-11-01,https://doi.org/10.1111/j.1467-9280.2009.02458.x,2319,Construing collective concerns: increasing cooperation by broadening construals in social dilemmas
https://openalex.org/W1665167729,The Development of Librarian Emotional Intelligence Assessment Tool,2012-05-21,https://doi.org/10.1109/icimtr.2012.6236481,NA,NA
https://openalex.org/W2203866172,"Notice of Retraction A study of the relationship among prospective monitory, retrospective monitory and memory performance",2012-05-29,https://doi.org/10.1109/icnc.2012.6234523,NA,NA
https://openalex.org/W386727226,Development of visual sustained attention from middle childhood to young adulthood,2012-05-29,https://doi.org/10.1109/icnc.2012.6234579,NA,NA
https://openalex.org/W2218190325,Prediction of Executive Function to Theory of Mind in young children: Role of inhibitory control,2012-05-29,https://doi.org/10.1109/icnc.2012.6234733,NA,NA
https://openalex.org/W2090058191,When different is better: Performance following upward comparison,2007-03-01,https://doi.org/10.1002/ejsp.361,16247,When different is better: Performance following upward comparison
https://openalex.org/W2128196530,The unconscious unfolding of emotions,2009-07-27,https://doi.org/10.1080/10463280903119060,16253,The unconscious unfolding of emotions
https://openalex.org/W2083739432,Emotion Elicitor or Emotion Messenger,2008-06-01,https://doi.org/10.1111/j.1467-9280.2008.02128.x,2327,Emotion elicitor or emotion messenger? Subliminal priming reveals two faces of facial expressions
https://openalex.org/W1996124091,Retracted: Judging the unexpected: Disconfirmation of situation‐specific expectancies,2009-10-01,https://doi.org/10.1002/ejsp.591,16243,Judging the unexpected: Disconfirmation of situation-specific expectancies
https://openalex.org/W2103818475,Retracted: Racist biases in legal decisions are reduced by a justice focus,2011-04-01,https://doi.org/10.1002/ejsp.783,16249,Racist biases in legal decisions are reduced by a justice focus
https://openalex.org/W1768213964,The secret life of emotions.,2008-04-01,https://doi.org/10.1111/j.1467-9280.2008.02097.x,2328,The secret life of emotions
https://openalex.org/W2128292172,When nothing compares to me : How defensive motivations and similarity shape social comparison effects,2007-09-01,https://doi.org/10.1002/ejsp.390,6310,When nothing compares to me: How defensive motivations and similarity shape social comparison effects
https://openalex.org/W2075112981,"RETRACTED: The influence of friends, family, and older peers on smoking among elementary school students: Low-risk students in high-risk schools",2006-03-01,https://doi.org/10.1016/j.ypmed.2005.11.019,3373,"The influence of friends, family, and older peers on smoking among elementary school students: low-risk students in high-risk schools"
https://openalex.org/W2110975788,The Self-Activation Effect of Advertisements: Ads Can Affect Whether and How Consumers Think about the Self,2011-04-01,https://doi.org/10.1086/657430,5273,The Self-Activation Effect of Advertisements: Ads Can Affect Whether and How Consumers Think about the Self
https://openalex.org/W3123892696,Retracted: It depends on how you look at it: Being versus becoming mindsets determine responses to social comparisons,2010-11-01,https://doi.org/10.1348/014466609x476827,NA,NA
https://openalex.org/W2038370026,THE EFFECTS OF DIFFERENT TYPES OF SELF-ACTIVATION ON SOCIAL COMPARISON ORIENTATION,2006-12-08,https://doi.org/10.1521/soco.2006.24.6.703,16256,The Effects of Different Types of Selfâ€“Activation on Social Comparison Orientation
https://openalex.org/W2158208671,"THE MENTAL ROOTS OF SYSTEM JUSTIFICATION: SYSTEM THREAT, NEED FOR STRUCTURE, AND STEREOTYPING",2011-07-13,https://doi.org/10.1521/soco.2011.29.3.238,16254,"The Mental Roots of System Justification: System Threat, Need for Structure, and Stereotyping"
https://openalex.org/W1605118304,"Retracted: When failure feels better than success: Self‐salience, self‐consistency, and affect",2011-06-01,https://doi.org/10.1111/j.2044-8309.2010.02002.x,1576,"When failure feels better than success: Self-salience, self-consistency, and affect"
https://openalex.org/W2043067898,Stereotype Disconfirmation Affect: When Sweet Hooligans Make You Happy and Honest Salesmen Make You Sad,2011-02-25,https://doi.org/10.1080/01973533.2010.540135,16260,Stereotype Disconfirmation Affect: When Sweet Hooligans Make You Happy and Honest Salesmen Make You Sad
https://openalex.org/W1988447691,What's in a Name? 361.708 Euros: The Effects of Marital Name Change,2010-02-23,https://doi.org/10.1080/01973530903539812,16248,What's in a Name? 361.708 Euros: The Effects of Marital Name Change
https://openalex.org/W2107243153,Examining conflict between components of attitudes: ambivalence and inconsistency are distinct constructs,2000-01-01,https://doi.org/10.1037/h0087101,5865,Examining Conflict Between Components of Attitudes: Ambivalence and Inconsistency are Distinct Constructs
https://openalex.org/W2076307880,RETRACTED: Studying impact of organizational learning on innovating,2012-01-01,https://doi.org/10.1016/j.sbspro.2011.12.075,18855,Studying impact of organizational learning on innovating
https://openalex.org/W2803317562,Happiness as alchemy: Positive mood leads to self-serving responses to social comparisons.,2011-04-19,https://doi.org/10.1007/s11031-011-9216-y,3224,Happiness as alchemy: Positive mood leads to self-serving responses to social comparisons
https://openalex.org/W7036959,From (Unconscious) Perception to Emotion: A Global-to-Specific Unfolding View of Emotional Responding,2011-01-01,https://doi.org/10.1007/978-1-4419-6953-8_4,16259,From (Unconscious) Perception to Emotion: A Global-to-Specific Unfolding View of Emotional Responding
https://openalex.org/W2153564848,Notice of Retraction Choosing to defer for coping with emotion-laden decisions,2011-07-26,https://doi.org/10.1109/icnc.2011.6022219,NA,NA
https://openalex.org/W1839870647,Notice of Retraction Effects of emotion on item memory and spatial source memory,2011-07-26,https://doi.org/10.1109/icnc.2011.6022290,NA,NA
https://openalex.org/W1829031250,Notice of Retraction Emotion recognition based on CSO&SVM in e-learning,2011-07-26,https://doi.org/10.1109/icnc.2011.6022071,NA,NA
https://openalex.org/W1830183723,Notice of Retraction Human emotional states modeling by Hidden Markov Model,2011-07-26,https://doi.org/10.1109/icnc.2011.6022189,NA,NA
https://openalex.org/W1522154289,Notice of Retraction New undergraduate college students common psychological problems and intervention strategies,2011-09-19,https://doi.org/10.1109/emeit.2011.6022972,NA,NA
https://openalex.org/W1627273780,Notice of Retraction The starting point in a classification task as a cognitive scaffold: The role of the key element,2011-07-26,https://doi.org/10.1109/icnc.2011.6022247,NA,NA
https://openalex.org/W1842109014,Notice of Retraction Empirical research about psychodrama of the psychological healthy education in the western ordinary middle schools,2011-07-29,https://doi.org/10.1109/iceoe.2011.6013392,NA,NA
https://openalex.org/W1862370553,"Notice of Retraction Job burnout, social support and coping style state in prison police and their correlation",2011-07-29,https://doi.org/10.1109/iceoe.2011.6013135,NA,NA
https://openalex.org/W1651283218,Notice of Retraction Minority areas in Yunnan Province Longchuan children orphaned by AIDS experience of discrimination,2011-07-29,https://doi.org/10.1109/iceoe.2011.6013393,NA,NA
https://openalex.org/W2140421051,Notice of Retraction Research about college students' life cognitive dimensions in dormitory,2011-07-29,https://doi.org/10.1109/iceoe.2011.6013391,NA,NA
https://openalex.org/W1589608856,Notice of Retraction Reserch on the newly-founded undergraduate college students' psychological healthe assessment and analysis,2011-07-29,https://doi.org/10.1109/iceoe.2011.6013147,NA,NA
https://openalex.org/W1510570826,Notice of Retraction Scientific answer about human nature,2011-07-29,https://doi.org/10.1109/iceoe.2011.6013088,NA,NA
https://openalex.org/W2168958534,Notice of Retraction Study on the relationship between the self-concept and mental health of Mongolian and Han high school students,2011-07-29,https://doi.org/10.1109/iceoe.2011.6013397,NA,NA
https://openalex.org/W1555413275,Notice of Retraction A comparative study on college students' Classroom Anxiety between English and Japanese,2011-09-06,https://doi.org/10.1109/aimsec.2011.6011456,NA,NA
https://openalex.org/W2144312656,Notice of Retraction Employee's public service motivation in China: Comparasion between sectors,2011-09-06,https://doi.org/10.1109/aimsec.2011.6010891,NA,NA
https://openalex.org/W1517289951,Notice of Retraction From psychological contract breach to violation - The moderated mediating effect of employees' attribution,2011-09-06,https://doi.org/10.1109/aimsec.2011.6010637,NA,NA
https://openalex.org/W2101322010,Notice of Retraction Inquiry on positive psychology in the enterprise employee management,2011-09-06,https://doi.org/10.1109/aimsec.2011.6011195,NA,NA
https://openalex.org/W1570455254,Notice of Retraction Relationship between self consistency and congruence and social avoidance and distress of junior middle school students,2011-09-06,https://doi.org/10.1109/aimsec.2011.6011264,NA,NA
https://openalex.org/W2152885147,"Religion, culture and male involvement in the use of the Standard Days Method: evidence from Enugu and Katsina states of Nigeria*",2011-12-01,https://doi.org/10.1111/j.1466-7657.2011.00900.x,3113,"Religion, culture and male involvement in the use of family planning: evidence from Enugu and Katsina States of Nigeria"
https://openalex.org/W2950524835,Notice of Retraction Research prospect of psycological contract breach,2011-08-01,https://doi.org/10.1109/aimsec.2011.6010683,NA,NA
